,Texto,sentimiento
2365,esta manana en el hospital posadas el presidente alberto fernandez recibio la primera dosis de la vacuna sputnik v contra el covid-19,Negativo
2366,"el presidente de la nacion,alberto fernandez  se aplico la vacuna sputnik v contra el covid 19 en el hospital posadas, hospital publico ubicado en ",Negativo
2367,"3     mientras tanto  defiende la vacuna de pfizer ante los informes de israel de los vacunados con una, y hasta dos dosis q se contagiaron de covid, a titulo de q la defiende si en argentina no se aplica,",Negativo
2368,"💉 💪🏻 | llegaron las segundas dosis de la vacuna contra el covid-19 para el personal de salud al hospital llavallol del  estamos avanzando en la campana de vacunacion mas importante de nuestra historia, pero la pandemia aun no termino sigamos cuidandonos ☀️",Positivo
2369,"📌 la directora del hosp san roque, centro de referencia para covid_19, informo que se ve un incremento en la ocupacion de camas, con distintos niveles de complicacion 📌 hoy inicio la aplicacion del segundo componente de la vacuna  en el personal de salud",Negativo
2370,"4411862 _ok eso que tiene que ver con vacunarse contra una enfermedad es ridiculo si estuvieras en contra del gobierno que vacuna contra el sarampion, no lo harias una cosa es la salud publica otra el partidismo si no sabes diferenciar eso, te moris de covid",Negativo
2371,"__ en miramar ya paso que un medico conocido aca se dio la vacuna y a las dos semanas le dio covid o sea , todo sigue tan mal como siempre no rompan las bolas lameculis una vacuna no se hace ni en uno ni en 3 anos",Negativo
2372,covid datos oficiales 12112 nuevos casos y 150 fallecidos junto a 171692 personas cursando coronavirus  desde marzo son  1831681 loscasos y 46216 muertes hoy anmat considero aceptable el uso de vacuna sputnik  en mayores de 60 anos,Negativo
2373,"madre esta en contra la vacuna peeeeero quiere tomar un remedios para perros para prevenir el covid, mucha logica tiene por suerte",Negativo
2374,iwal ya me anote para que me dieran la vacuna contra el covid asike,Negativo
2375,"radio mitre: “la inmunidad seria de entre 1 y 3 anos”, aseguro un especialista sobre la vacuna espanola contra el covid-19 traves de",Positivo
2376,fhlamiedo y esperanza es lo que inmuniza la vacuna covid-19,Negativo
2377,"gracias tengo en la familia a mi hijo y mi nuera ambos con covidcon 2 hijitos ,una de 4 anos y un bebe de 11 mesesun desastre espero la vacunavacunasparatodos",Positivo
2378,"🔴en el hospital escuela de agudos “dr ramon madariaga” estan aplicando, al personal asistencial, la segunda dosis de la vacuna sputnik v contra el covid 19  vacunacion sputnikv coronavirus hospital",Positivo
2379,jaaaaaamundialla vacuna es vidavacuna covid covid19 argentina,Positivo
2380,he encontrado esta noticia en la vanguardia que te puede interesar,Negativo
2381,• atrapo al lider del isis• mayor crecimiento economico de los ultimos 50 anos de eeuu• record en creacion de puestos de trabajo para personas de color• financio la vacuna mas comprada del mundo para el covidseguro me faltan muchas cosasbyepresident 🇺🇸,Positivo
2382,personas que recibieron la vacuna de pfitzer volvieron a contraer covid-19  vn,Negativo
2383,"si no te vacuna el covid, te vacunan los mosquitos",Negativo
2384,"mi vecino se vacuna habra que combinarlo con los irrecuperableslos enfermos de covidno, les irrecuperables de cerebro",Negativo
2385,el gobierno de cientificos compro la manaos de la vacuna rusa rusia anuncio que su vacuna epivaccorona tiene un 100% de eficacia contra el covid-19,Negativo
2386,"62    no andrea, mi pedido es sincero, necesito saber de la vacuna para poder tomar una decision  ayer cuando uno de nuestros companeros llamo para avisar que tenia covid (cuarto en el servicio mas preocupacion me genero que hago me pongo esto pq es lo unico que tenemos es triste",Negativo
2387,"a partir de hoy,  agregamos un horario de tarde para ayudar a registrarte para recibir la vacuna contra el covidlugar: plaza san martin horarios de 9 a 12hs y de 1830 a 2130hstambien podes hacerlo ingresando  a la web🔗",Positivo
2388,"si asi te deja la vacuna, no me quiero imaginar lo que es el covid",Negativo
2389,inicio en el hospital independenciasegunda dosis de la vacuna contra el covid-19 para el personal de salud de mayor exposicion,Positivo
2390,esperando a que la vacuna contra el covid falle y llegue la ola de zombies,Negativo
2391,argentina envia a mexico insumo para vacuna contra covid-19 de astrazeneca,Negativo
2392,argentina enviara a mexico el activo de la vacuna contra covid-19 de astrazeneca: ebrard  via ://twittercom/eleconomista,Negativo
2393,efectos secundarios de la vacuna rusa contra el covid-19,Negativo
2394,la tanda publicitaria de masterchefargetina permite ir a rusia y buscar otra dosis de la vacuna contra el covid y mandarla a jujuy y tenes 5 minutos libre,Positivo
2395,tenemos vacuna pero la pandemia no termino el lavado de manos es fundamental para reducir los riesgos de contagios del covid-19no nos relajemos desinfecta o lava tus manos con frecuencia ✋🧼,Negativo
2396,"no confias en la vacuna del covid pero si en sus ""te amo"" jajajajaja",Positivo
2397,"dicen que algunos murieron despues de vacunarse contra el covidyo les cuento que una senora tomaba jugos detox y budin de banana y palmo ayer🙄🤦🏽‍♀️ en fin, asi es la viday otro que conozco se dio la vacuna de la gripe en mayo y en agosto se murio🙏 lainfodemiamata",Negativo
2398,"bueno, me anote como voluntaria para estudio fase 3 de vacuna ahoracovid vacunas vacunacovid19",Negativo
2399,carloscasaresvacunatea partir de manana martes  agregamos un horario de tarde para ayudar a registrarte para recibir la vacuna contra el covidlugar: plaza san martin horarios de 9 a 12hs y de 1830 a 2130hs,Positivo
2400,"no hay vacuna, ni 1ra y menos 2da dosis dicen que trajeron en total 600mil(ponele dosis sres somos 45millones falsean los muertos x covid, o acaso la gente no muere x otras enfermedadespero ellos juntan todos asi instalan el miedo",Negativo
2401,terminada primera etapa protocolo vacuna covidy ahora,Positivo
2402,en un vuelo de aerolineas argentinas el sabado 16/1 arribaron al aeropuerto internacional de ezeiza 300 mil dosis del segundo componente para continuar con el plan de inmunizacion contra el coronavirus➕ info 🔻,Negativo
2403,y vos te vas a vacunardibujo animacion animacion2d 2danimation dibujodigital ilustracion toonboom humor meme memes argentina esloquehay viral viralvideos vacuna vaccine sputnik sputnikv covid_19 covid vacunacovid19 coronavirusargentina coronavirus rusa,Negativo
2404,es un gran adelanto la vacuna contra el covid pero es un atraso porque los paises subdesarrollados no van a poder recibirla,Positivo
2405,(vacuna covid == veneno,Negativo
2406,"oscar schvartzman tiene 71 anos es argentino (lamentablemente de river y se acaba de dar la segunda dosis de la vacuna contra el covid en jerusalen entre otras cosas, tendra permiso para ir al cine",Negativo
2407,"1 tengo tan poca confianza en los test, las definiciones de muerte por covid y la vacuna que la verdad no me dicen mucho los datos que se puedan dar 🤦‍♂️",Positivo
2408,"el 95% d la gente muerta x covid, era d mas d 65 anos que sentido tiene ""festejar"" tanto la llegada d la vacuna rusa, q no tiene autorizacion para ser aplicada en personas d ese rango etariodejen de jugar con los argentinos""como juega el gato maula con el misero raton""",Negativo
2409,"🔴coronavirusargentinahoy 8932 nuevos casosen total hay 1791979 positivoslloramos 68 muertes en las ultimas 24 horas y 4️⃣5️⃣2️⃣9️⃣5️⃣ fallecimientos por covid-19quedate en casa, cuidate mas que nunca la vacuna ya esta en camino y falta menos",Positivo
2410,"_ar sos un compendio de slogans ninguna idea la mitad es falso sabes cuanta gente se vacuna por ano en argentina viste la campana de israel x vacuna covid 300mil dosis en un mes, y eso es vacunas para todos el fanatismo es una enfermedad q no deja pensar por si mismo",Negativo
2411,"se preguntan por que la vacuna contra el covid-19 fenue mas rapida que la del vih pues facil: que el vih no paraliza las fabricas, ni el turismo, ni el comercio y es cosa de negros, putos y pobres",Negativo
2412,kicillof insto a que la poblacion se preinscriba para recibir la vacuna contra la covid-19,Negativo
2413,"se te escapo la tortuga  "" algunas muertes"" asi nomas",Negativo
2414,ya me empezo a pegar mal la vacuna del covid 😒😔,Positivo
2415,estadio de los dodgers en los angeles es el centro de vacunacion mas grande de eeuu  via,Negativo
2416,como q los canes ya tenian vacuna contra covid,Negativo
2417,puede existir tanta inhumanidad el el pueblo q se hace llamar elegido de dios,Negativo
2418,1982 dicen que viviremos siempre con covid que no se va a terminar igual al sida al cancer y a otras tantas no existe vacuna que cure porque someter al planeta con que fin ,Negativo
2419,hackers ponen en riesgo la vacuna del covid-19: publicaron datos relevantes en la “internet oscura”,Negativo
2420,🔴espinoza se aplico la vacuna contra el covid-19 en el hospital teresa germani mira 👇lamatanza laferrere salud pandemia coronavirus,Positivo
2421,a los que ya vacuno la dra vizzotti via redes socialesnecesitan 2da dosis,Negativo
2422,"hoy mi mama se vacuna contra el covid despues del ano tremendo que pasamos, sabiendo que todos los dias volvia un poco mas cansada de trabajar, y muchas veces temiendo tener ese maldito virus, esto es, al menos, un poco de alivio y tranquilidad te amo moni💜",Negativo
2423,"sobre la vacuna contra el covid, desde el pami estan a la espera de la llegada de dosis y se esta organizando un posible operativo  ""la intencion del gobernador es que trabajemos con todos los centros de jubilados de la provincia""dr  sputnikv covid_19",Negativo
2424,bueno ya lista con  la primera dosis de la vacuna para covid 19 💪🏻💉,Positivo
2425,_torress  ponete nomas la vacuna contra el covid  si despues dos meses sin tomar no podes,Negativo
2426,che que onda con la vacuna del covid sino subis la foto del certificado no hace efecto o que,Negativo
2427,hacia una vacuna argentina contra el covid | agendar,Positivo
2428,1 dolar pisado2 tarifas congeladas 3 salarios congelados4 la peor recesion dsd 2002record de muertos e infectados por covid con una vacuna que solo compro venezuela y bielorrusialos argentinos merecemos mucho mas que este gobierno,Negativo
2429,asi que el papa se vacuno contra el  covid con la vacuna imperialista neoliberal norteamericana pfizer y no con una china o rusa contradicciones del pobrismo,Negativo
2430,"compramos misoprostol para todo el mundo, pero una vacuna covid floja de papeles gobierno de cientificos 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",Positivo
2431,"mucho covid, mucha vacuna, mucho bardo en la costapero te aumentaron el combustible 3 veces y se hacen los chotos olimpicamente",Negativo
2432,vi la historia de un pibe que subio en ig y puso de que la idea de la vacuna no era curar el covid sino para que toda la poblacion se infecte 🤦🏻‍♀️ le lavaron la cabeza mal (adivinen en que esta metido y si se tu propio jefe,Negativo
2433,"la vacuna contra el covid 19 nos abre un horizonte de esperanza vacunate sputinkv sigamoscuidandonos seamosresponsables en general belgrano, buenos aires",Negativo
2434,"""hoy me vacune con la esperanza de que poco a poco podamos dejar atras la pandemia"" dijo javier andres",Negativo
2435,"hasta las 9 en la red veni a la radiosale vuelo a rusia en busqueda de vacunas putin se puso la camiseta ""la vacuna rusa es lamejor"", dijohoy seran mas d 45000 los fallecidos x covid se discute presencialidad en las aulas manana reunion con gremios en caba",Negativo
2436,17  hace 6 anos la gestion fue na mismahace 1 ano cambio y un poco mas le piden la vacuna del covid la verdad son bastantes pajeros,Negativo
2437,invite a mi mami a dormir por si tengo algun sintoma por ponerme la vacuna del covid pues crecer jamas,Negativo
